2.76806,0.0646099999999996,0.0052800000000004,0.00083999999999973,0.000189999999999912,0.000130000000000852,-5.00000000021039E-05
2.83267,0.06989,0.00612000000000013,0.00102999999999964,0.000320000000000764,7.99999999987477E-05
2.90256,0.0760100000000001,0.00714999999999977,0.00135000000000041,0.000399999999999512
2.97857,0.0831599999999999,0.00850000000000017,0.00174999999999992
3.06173,0.0916600000000001,0.0102500000000001
3.15339,0.10191
3.2553
